CGID,Street,Hundred Block,Length (Ft),Width (Ft),Area (yds2),SurfType,Class,% Curbed,Original PCI,Est 2012 PCI
345,WACO ST,800,728,35,2831.111111,AC,COL,100,14.9,6.88
387,WACO ST,900,416,35,1617.777778,AC,COL,100,16.5,8.48
604,WACO ST,1300,732,30,2440,AC,LOC,0,74.4,60.76
614,WACO ST,200,445,30,1483.333333,AC,LOC,100,37,29.62
1426,WALL ST,1900,857,30,2856.666667,AC,LOC,88.4,92.4,86.37
1515,WALNUT ST,800,261,30,870,AC,LOC,100,28.9,21.52
1517,WALNUT ST,700,432,30,1440,AC,LOC,100,31,23.62
1531,WALNUT ST,600,368,30,1226.666667,AC,LOC,100,64.2,51.88
1564,WALNUT ST,100,348,30,1160,AC,LOC,100,43.9,34.66
1565,WALNUT ST,200,353,30,1176.666667,AC,LOC,100,24.3,16.92
1566,WALNUT ST,300,636,30,2120,AC,LOC,100,20.5,13.12
1797,WALNUT ST,0,218,30,726.6666667,AC,LOC,100,61.1,48.78
2881,WALTZING BROOK CT,300,681,30,2270,AC,LOC,100,93,86.97
1627,WARD ST,0,280,30,933.3333333,AC,LOC,100,21.95,14.57
1628,WARD ST,100,729,30,2430,AC,LOC,58.7,27.45,20.07
1695,WASHINGTON DR,1300,807,35,3138.333333,AC,COL,0,87.3,74.52
1704,WASHINGTON DR,0,531,35,2065,AC,COL,0,85.2,69.72
1705,WASHINGTON DR,1100,466,35,1812.222222,AC,COL,17.1,76.5,60.69
1706,WASHINGTON DR,900,799,35,3107.222222,AC,COL,11.1,64.4,49.83
3048,WATER OAK LN,0,546,30,1820,PC,LOC,100,86.8,79.86
3049,WATER OAK LN,0,330,30,1100,PC,LOC,100,83.6,73.72
22,WATER ST,100,244,35,948.8888889,AC,COL,100,77.6,61.79
47,WATER ST,200,695,35,2702.777778,AC,COL,100,79.2,63.16
48,WATER ST,300,270,35,1050,AC,COL,100,68.95,53.83
49,WATER ST,300,283,35,1100.555556,AC,COL,100,81.75,65.71
50,WATER ST,600,427,35,1660.555556,AC,COL,100,45,34.51
51,WATER ST,700,422,35,1641.111111,AC,COL,100,61.8,47.23
52,WATER ST,800,397,35,1543.888889,AC,COL,100,52.2,38.65
53,WATER ST,900,287,35,1116.111111,AC,COL,100,61.5,46.93
54,WATER ST,900,320,35,1244.444444,AC,COL,100,68,53.11
55,WATER ST,1100,435,35,1691.666667,AC,COL,100,73.7,58.12
56,WATER ST,1200,398,35,1547.777778,AC,COL,100,73.6,58.02
57,WATER ST,1200,268,30,893.3333333,AC,LOC,100,63.9,51.58
58,WATER ST,1200,115,30,383.3333333,AC,LOC,100,35.8,28.42
59,WATER ST,1200,385,30,1283.333333,AC,LOC,100,50.45,38.13
149,WATER ST,400,575,35,2236.111111,AC,COL,100,75.35,59.77
150,WATER ST,500,541,35,2103.888889,AC,COL,100,58.65,44.08
496,WATER ST,1300,788,30,2626.666667,AC,LOC,100,42.5,34.03
504,WATER ST,1400,1588,30,5293.333333,AC,LOC,100,38.8,31.42
1485,WATER ST,700,177,30,590,AC,LOC,100,0,0
1486,WATER ST,600,558,30,1860,AC,LOC,100,16.7,9.32
1488,WATER ST,500,1098,30,3660,AC,LOC,0,58,45.68
1908,WAVERLY CT,200,410,30,1366.666667,AC,LOC,100,87.4,77.53
27,WEATHERFORD ST,100,524,30,1746.666667,AC,LOC,94.3,27.2,86.82
33,WEATHERFORD ST,200,402,30,1340,AC,LOC,100,28.3,86.82
34,WEATHERFORD ST,200,135,30,450,AC,LOC,100,26.8,86.82
35,WEATHERFORD ST,300,380,30,1266.666667,AC,LOC,56.6,75.3,86.82
1511,WEATHERFORD ST,100,600,30,2000,AC,LOC,96.8,7.2,0
1514,WEATHERFORD ST,200,337,30,1123.333333,AC,LOC,100,28.9,21.52
1518,WEATHERFORD ST,300,187,30,623.3333333,AC,LOC,100,45.3,35.29
1460,WEILAND ST,100,503,30,1676.666667,AC,LOC,97.4,57.15,44.83
1466,WEILAND ST,0,338,30,1126.666667,AC,LOC,100,76.9,62.96
1903,WELLINGTON TR,200,992,30,3306.666667,AC,LOC,100,95.7,89.67
1907,WELLINGTON TR,200,223,30,743.3333333,AC,LOC,100,88,78.13
475,WENDY LN,1400,817,30,2723.333333,AC,LOC,0,70.7,57.36
476,WENDY LN,1500,583,30,1943.333333,AC,LOC,0,39.2,31.82
663,WESTBRIAR DR,1200,267,30,890,AC,LOC,100,93.4,87.37
664,WESTBRIAR DR,1200,296,30,986.6666667,AC,LOC,100,63.4,51.08
666,WESTBRIAR DR,1400,646,30,2153.333333,AC,LOC,100,92.05,86.02
2707,WESTWARD WY,0,205,30,683.3333333,AC,LOC,0,89.8,82.49
665,WESTWOOD DR,1400,672,30,2240,AC,LOC,87.4,74.25,60.61
28,WHEELER ST,100,522,30,1740,AC,LOC,100,85.2,71.49
3094,WHEELER ST,200,399,30,1330,AC,LOC,24.2,76.1,62.16
2524,WHITE SETTLEMENT RD,0,916,35,3562.222222,AC,COL,0,26.8,18.78
1596,WHITEROCK CT,100,485,30,1616.666667,AC,LOC,100,85.3,71.59
1595,WHITEROCK DR,1600,675,30,2250,AC,LOC,100,88.2,78.33
1597,WHITEROCK DR,0,599,30,1996.666667,AC,LOC,100,90.6,84.57
1901,WHITESTONE WAY,200,982,30,3273.333333,AC,LOC,99.3,92.9,86.87
381,WIGGS LN,100,554,30,1846.666667,AC,LOC,0,89.7,82.39
669,WIGGS LN,200,348,30,1160,AC,LOC,38.1,91.7,85.67
2204,WILD TURKEY TR,0,1059,30,3530,AC,LOC,99.4,92.8,86.77
1897,WILLOW CREEK DR,100,563,30,1876.666667,AC,LOC,100,85,70.76
1905,WILLOW CREEK DR,200,296,30,986.6666667,AC,LOC,100,97.9,91.87
1906,WILLOW CREEK DR,300,287,30,956.6666667,AC,LOC,100,96,89.97
2879,WILLOW CREEK DR,400,249,30,830,AC,LOC,100,95.7,89.67
2880,WILLOW CREEK DR,400,486,30,1620,AC,LOC,100,95.2,89.17
2882,WILLOW CREEK DR,200,534,30,1780,AC,LOC,100,95.5,89.47
2883,WILLOW CREEK DR,200,241,30,803.3333333,AC,LOC,100,96.7,90.67
2225,WILLOW WOOD DR,1100,552,30,1840,AC,LOC,100,88.5,79.91
2227,WILLOW WOOD DR,1100,632,30,2106.666667,AC,LOC,100,87.7,77.83
1898,WINDOWMERE TR,1900,245,30,816.6666667,AC,LOC,100,92,85.97
1899,WINDOWMERE TR,1900,289,30,963.3333333,AC,LOC,100,96.3,90.27
1900,WINDOWMERE TR,1900,287,30,956.6666667,AC,LOC,100,90.2,84.17
1603,WINDSOR CT,100,373,30,1243.333333,AC,LOC,0,58.2,45.88
186,WINONA ST,1100,572,35,2224.444444,AC,COL,100,79.7,63.66
2884,WINTERGREEN CT,300,381,30,1270,AC,LOC,100,91.6,85.57
2885,WINTERGREEN CT,300,266,30,886.6666667,AC,LOC,100,93.7,87.67
1902,WISPERING DELL LN,200,763,30,2543.333333,AC,LOC,100,91.5,85.47
2886,WONDER OAK CT,300,666,30,2220,AC,LOC,100,89.4,82.09
3314,WOOD BEND CT,100,1531,25,4252.777778,AC,RUR,0,95.2,89.17
2125,WOODCREST DR,200,1426,25,3961.111111,AC,RUR,0,45.55,35.54
2126,WOODCREST DR,0,2298,25,6383.333333,AC,RUR,0,73.8,60.16
2004,WOODLAND HILLS LN,1900,369,25,1025,AC,RUR,0,81.2,66.96
2005,WOODLAND HILLS LN,1800,641,25,1780.555556,AC,RUR,0,74.1,60.46
2010,WOODLAND HILLS LN,1900,671,25,1863.888889,AC,RUR,0,86.2,73.77
2011,WOODLAND HILLS LN,2000,379,25,1052.777778,AC,RUR,0,76.1,62.16
3299,WOODLAND HILLS LN,2000,590,25,1638.888889,AC,RUR,0,88.8,80.21
3303,WOODLAND HILLS LN,2000,220,25,611.1111111,AC,RUR,0,83.9,69.66
3304,WOODLAND HILLS LN,2100,946,25,2627.777778,AC,RUR,0,83.1,68.86
3317,WOODLAND HILLS LN,2200,587,25,1630.555556,AC,RUR,0,82.4,74.85
3318,WOODLAND HILLS LN,2200,749,25,2080.555556,AC,RUR,0,83,68.76
2090,WOODLAND TR,100,1520,25,4222.222222,AC,RUR,0,46.15,36.14
1744,WOODRUN CT,100,184,30,613.3333333,AC,LOC,100,75.3,61.36
2006,WOODS EDGE CT,2300,441,25,1225,AC,RUR,0,75.6,61.66
3312,WOODSIDE CT,100,611,25,1697.222222,AC,RUR,100,91,84.97
2895,WREN DR,0,287,30,956.6666667,AC,LOC,100,87,75.85
23,YORK AVE,200,350,30,1166.666667,AC,LOC,100,57.4,85.93
24,YORK AVE,300,553,30,1843.333333,AC,LOC,100,56.1,85.93
29,YORK AVE,100,352,30,1173.333333,AC,LOC,100,45.8,85.93
142,YORK AVE,100,226,30,753.3333333,AC,LOC,100,24.4,85.93
1666,YORKSHIRE CT,100,430,30,1433.333333,AC,LOC,100,71.1,57.76
1670,YORKSHIRE DR,200,280,30,933.3333333,AC,LOC,100,71.9,58.56
1671,YORKSHIRE DR,200,287,30,956.6666667,AC,LOC,100,80,65.76
